C1,C2,C3,C4,C5
R2D4B9AQGLFRR1,"I kept reading reviews online that said you could expect amazing sound quality from these. It's not amazing. It's tinny and staticky. I'm not expecting them to sound like my Edifier bookshelf speakers, but I did expect them to sound better than cheap AliExpress Chinese speakers of similar size. They look good but the sound quality is awful.And they're taller than they look, so probably won't fit comfortably under a monitor.",2,2021-11-12,United Kingdom
R2D7SENKZA6LRK,"Always write reviews 12 months after the fact, when you've had time to learn what carnage you bought.  Take my review as gospel.This chair started off well enough, well enough to have folk rush to write a 5 star review... but after a few months the squeaking shows its face, every time you sit down or get up.... squeeeaaakkkkk.  It's the nastiest cheapest sounding squeak you could imagine.  It's horrific, and if in a meeting or call it permeates any kind of noise reduction.And the chair leans slightly to one side when you're sat down on it.  I tried to understand why but couldn't shoehorn a fix, and other people have reported the leaning too so it's something to do with the design or manufacture.  It's not good for your hip posture.And finally, the mouse-wheel fluff they used for padding is dreadful.  It falls apart within the fabric after a few weeks so it feels like you're sitting on a moveable paper mache.STAY AWAY AT ALL COSTS.",1,2024-12-22,United Kingdom
R2D9A752EH91IE,Batteries don't last as long as most quality manufacturers,3,2024-07-12,United Kingdom
R2DBZ7CNTBAHGN,I originally gave this 5 stars as initially it was comfortable. However after just a week the gel wrist support is starting to flatten so very disappointing.  You get what you pay for I guess.I wouldn't buy again!,3,2023-07-31,United Kingdom
R2DCSOGJX568HB,"Good desk, but the bottom lip of the desk does not fit any monitor arms (including the Flexispot one), or any of the Flexispot cable management accessories. Please make this clear next time.",2,2025-03-20,United States
R2DDTG0GN6T1UY,Needed a new mat quickly and at a good price. This one suffices but in a short amount of time the wrist rest has molded down quickly.,3,2023-10-15,United Kingdom
R2DEXV4JDZMQRF,Made the whole household cough. We've all now got sore throats an coughs within a day of it being on the minimum setting.,1,2024-10-05,United Kingdom
R2DEXWFHKPPCQB,Buyers pls avoid this product as it's poorly produced and the seller is taking no responsibility. My desktop arrived chipped and the seller refuses to refund me...,1,2024-11-26,United Kingdom
R2DFIAH62R91CY,Absolutely underwhelmed and if I hadn’t already spent hours putting it together as desperately needed a workspace I would be sending back.,3,2023-12-05,United Kingdom
R2DHH435LFE8JH,"I had the drill for about two years, used it maybe 5 or 6 times. The battery died completely, I charged it last night for 12 hours, it ran for 15 seconds before stopping. Total waste of time. Even when it was working I couldn’t use it as a screwdriver, it would run idle ( as in motor running but not screwing anything in).",1,2023-05-14,United Kingdom
R2DI5XA2GWYV27,"Don't be fooled by ""discount "". I paid £28.04 when there was no deal. So it's original price. It's not powerful,  doesn't hold the attachments in. I sent it back as it is only good for the bin or as a kids toy lol",2,2023-11-20,United Kingdom
R2DME47ZE0M0N2,"Brought this as I needed to trim a Hawthorne tree. It did the job. Brought this as most of my work tools are ryobi so had batteries. As other reviewers have commented,  it's quite heavy. Not easy to handle takes some getting use to. Not tried any other trimmers so have nothing to compare it to. Will keep it as it will only get used a couple of times a year. It does cut well. Large batteries may it  handle better.",3,2022-05-23,United Kingdom
R2DNE0EIFXC1ZR,Rubbish to be blunt.  It is like a hoover and only takes a small layer of grass off my large garden.  Compacts the grass well in the bucket but you spend over an hour going over and over it to cut it. Very disappointed.  I already had a big size flymo and I thought this may work just as well but it is more like a light trim.  A neighbour has the same one and he said it is rubbish.  May suit a very narrow small square of grass but not usual average size.  I noticed as I spent a good hour mowing twice my electric bill increased by an extra 20kw,1,2024-01-14,United Kingdom
R2DP6E079Q6CW3,"This chair is not easy to put together.  I needed a clamp to secure arm rests to the seat in order to get screws to take.  Even when I did get screws fixed, one of them fell out of arm rest within 24 hours. Make sure youhave a clamp handy if you do purchase but I would rather this chair mediocre",3,2024-08-21,United Kingdom
R2DQDN479W16EV,"Its weight is heavy, so inconvenient for whole day usage and dails edge is sharp, thats why it hurts my hand",3,2025-02-09,United Kingdom
R2DQHKBI5AL863,"For the price these speakers are fine not great but fine. They lack any bottom end so for music they're pretty rubbish. I use them as my day to day speakers, connected to my mac, for streaming TV, radio, podcasts  and work calls.They're clear and loud but lack any kind of dynamic range which makes any music or movie not worth having on. I generally reach for the headphones still which means these were a bit of a waste of money.",3,2023-10-26,United Kingdom
R2DVTZLTTYF4CH,The manual we had was for a smaller model table so was a bit confusing understanding exactly where the bridges went,3,2024-12-30,United Kingdom
R2DXJ3LU1E3DDF,It’s pretty but not as good as others.  Shame 😢,2,2020-04-16,United Kingdom
R2E0MMS5BDK1NI,"Handle keeps falling off the top of the grass box, grass box is an awful shape to clean out. Top handle flops around when moving and it should be solid. Quickly clogs with grass and stopped working after 5 mins use. Fuse etc. working. Terrible, avoid",1,2022-07-15,United Kingdom
R2E4D6ASD7E75N,Hi I’ve installed the fire stick but it keeps goin off all the time can u help I’ve done everything I can think of keeps goin off all the time thanks Lynne green,1,2025-04-14,United Kingdom
R2E541ZN47J4KN,"I SENT THIS ITEM BACK BECAUSE IT WAS FAR TO HEAVY, NOT IMPRESSED.",1,2021-10-12,United Kingdom
R2E56T3R4IXJX3,Disappointed as this product is lightweight and doesn't cut as well as the original Bosch mower.,3,2022-06-03,United Kingdom
R2E5GEO89CSRSN,Can’t review performance yet as I cannot loosen the bolt which holds the blade to fit spacers. Following the instructions but it’s jammed on. Tried to grease it with WD40 but it’s not budging. Hands bloodied from the spanner provided slipping when too much force is applied. This is whilst wearing gloves.,2,2024-06-13,United Kingdom
R2E5PEXANAC7KJ,Easy to use single handed. Simple readings. Great to use at home instead of going to chemist.,3,2023-02-27,United Kingdom
R2E6ON9ZHYYFN6,Bought as Xmas present only used a couple of times now does not work we have Fully charged battery but is dead,1,2024-06-13,United Kingdom
R2EG50UUR9MP2W,I bought this product on prime day thinking it would be good for trimming my 4m high hedge - the advert states it’s 4m but in reality it’s only 2.9m long,1,2022-07-24,United Kingdom
R2EGJJIO8GGQ1M,"It was good for a month, the noise level was bearable but now it's just not working. I'm having to constantly reset and or unplug the device from the wall since it won't go up or down and now it's just not functioning. I don't have a ton on the desktop so there is no reason for this to be as frustrating as it is",1,2025-02-13,United Kingdom
R2EI3JVGGL76HR,"I bought this TV so I could connect my AirPods to it to listen to it privately whilst on my exercise bike. To do this I had to download the Roku remote control app as no way to connect the AirPods direct to the TV. The Roku app worked fine initially but then everytime I turned the TV on and used the app to connect my AirPods the TV had disconnected from the app and could not be found. I’ve spent hours uninstalling the app, reinstalling the app, factory resetting the TV & setting it up again, trying to connect the TV to the IP address manually (impossible). Roku online chats/help are useless and I’m now left with a TV that won’t connect to the app and does not do what it was bought to do.",1,2025-04-09,United Kingdom
